source,target
秸秆,茎 部分 植物 玉米 遵循 
失速,延迟 动物 谷仓 地方 保持 时间 浴室 马 
邮票,脚 密封 信 邮件 发布 
站立,拉伸 轮胎 长 举行 坐下 平衡直线 提高 脚 免费 放松 运动 保卫 行动 腿部 人类 向上 短 正确 高 儿童 对象 
钉书钉,件 银 一起 金属 小 办公室 纸 在一起 举行 
订书机,装订 一起 金属 设备 办公室 保持 纸 举行 
明星,天空 光明 夜 球 光泽 远 太阳 请参阅 空间 气体 人 
淀粉,僵硬 食品 白 物质 铁 碳水化合物 马铃薯 布 浓密 
凝视,打开 凝视 宽 修复 眼 看 
八哥,唱歌 羽毛 巢 铺设 小 吃 翼 飞 鸡蛋 鸟 喙 生成 黑色 蠕虫 
状态,五十 地方 国家 密苏里州 政府 
站,火车 地方 气体 停止 人 
统计,数学 百分比 研究 数据 数字 
雕像,石头 图 动物 艺术 雕塑 人 
留下来,移动 生活 访问 命令 休息 定位 保持 继续 当前 时间 舒适 离开 暂停 危险 请 简短坐着 行动 
牛排,库克 切片 肉 鱼 烤 切 牛肉 炒 
偷,与 采取 坏 犯罪 错 小偷 人 
蒸汽,打开 薄雾 用餐 水 蔬菜 气体 液体 物理 发射 汗 煮 放松 空气 行动 移动 皱纹 库克 蒸气 热 布 周围 食品 
钢,合金 硬 碳 金属 强 生成 铁 
陡峭,倾斜 山坡 锐利 高 角度 
尖顶,塔 顶部 教堂 贝尔 高 部分 尖顶 点 生成 
转向,移动 牛 路径 直接 走 车轮 转弯 转向 关闭 驱动器 控制 驱动 更改 汽车 指南 
恶臭,犯规 臭 气味 坏 请 强 
一步,打开 影响 推 肌肉 命中 目标 疼痛 斗争 愤怒 直接 脚 力侧面 腿 声音 游戏 向前 硬 人类 某事 某人 电源 罢工 重复 推进 意图 点 迈向 马 秋千 体育 出 弯曲足球 由 返回 激进 暴力 联系人 膝盖 
步骤,移动 楼梯 向下 部分 向上 步行 级别 
立体声,说 电动 电子 费用 音乐 听着 播放 盒式磁带 甲板 声音 记录 无线电 大声 伟大 转盘 
刻板印象,信仰 法官 组 种族 人 
炖,浓 汤 食品 肉 蔬菜 
空姐,飞机 帮助 参加 服务 主机 女人 飞 女性 等待 
棍,硬 武器 木材 播放 狗 长 部分 薄 分支机构 树皮 树 步行 p 
不干胶标签,件 此处 标签 纸 装饰 标记 棍子 
粘性,胶水 一起 口香糖 总 混乱 棒 胶带 
僵硬,刚性 移动 硬 弯曲 
仍然,移动 镇静 安静 继续 运动 
刺激,原因 经济 更改 行动 反应 
搅拌,移动 旋转 库克 油漆 加入 食品 成分 碗 手 混合 烘烤 意图 使用 液体 行动 厨房 
股票,汤 公司 投资 库存 良好 钱 供应 
股票经纪人,墙 股票 钱 街 人 
放养,袜子 基督 腿 尼龙 女人 封面 向上 磨损 吊 连裤袜 
被盗,与 采取 抢 小偷 许可证 
胃,消化 肠 腹部 食品 正文 部分 器官 
石头,硬 岩 小 起伏 冷 抛出 构成 一轮 武器 光滑 灰色 生成 
扔石头,扔 影响 药物 醉酒 下 高 岩石 
石质,硬 石头 冷 岩石 粗糙 
凳子,表面 表 家具 坐 小 四 木材 腿 长 高 塑料 放松 到达 对象 支持 厨房 
凳子家具,没有 腿部 脚 坐 金属 小 四 垫层 座位 休息 木 高 靠背 一轮 栏 上 
塞子,排水 软木 块 插头 停止 
存储,放置 壁橱 框 保持 空间 
鹳,羽毛 沼泽 传递 腿 鱼 婴儿 长 翼 白 吃 飞 鸟 喙 大 
风暴,闪电 雨 光 风 雷声 
故事,告诉 本书 小说 阅读 娱乐 写 
炉子,电动 库克 烤箱 电器 金属 木 热 气体 烘烤 元素 厨房 
直线,直接 曲线 性别 带 弯曲 线 
应变,硬 推 尝试 努力 压力 
过滤器,库克 排水管 金属 通过 面食 水 蔬菜 塑料 一轮 应变 使用 单独 厨房 孔 
钢绞线,件 单 小 字符串 长 薄 离开 头发 
奇怪,通常 不同 奇数 正常 奇怪 自然 
战略,计划 目标 方式 行动 实现 
稻草,颜色 干草 动物 饮料 已 黄色 农场 
草莓,果酱 馅饼 种子 甜点 花园食品 吃 产生 植物 果汁 水果 小 气味 健康 花卉 维生素 地面 甜 头发 口味 叶 字段 挑 湿 成长 离开 软 绿色 藤 
街,路面 地方 路 标志 汽车 驱动器 方式 线 人 
力量,力量 情感 身体 肌肉 强大 称重 精神 可以 
应力,新闻 担心 应变 工作 紧张 
伸展,延伸 长度 肌肉 长 向上 拉 
严格,力 门徒 严厉 规则 父母 
罢工,棒球 抗议 命中 碗 拳打 
字符串,颜色 领带 鞋 长 薄 
带,移动 采取 离开 关闭 布 
条纹,颜色 图案 不同 斑马 带 标志 平行 布 线 
描边,移动 凝块 血液 宠物 触摸 脑 
强,力量 功率 物理 肌肉 称重 举重 可以 
串起来,吉他 药物 字符串 高 挂 
存根,件 短 关 小 部分 机票 脚趾 
卡住,移动 胶水 放置 坚持 可以 
学生,学院 学习 学校 研究 人 
东西,两个 项目 一个 收集 名词 对象 术语 填充 人 
绊倒,旅行 走 结束 向上 秋天 
树桩,后 保持 向下 切 部分 离开 树 
麦粒肿,污垢 小猪 猪 眼睑 眼 感染 
样式,方式 类型 头发 时尚 布 人 
子,短 替代品 下面 水 地方 三明治 潜水艇 
主题,主题 问题 讨论 对话 研究 纸 想法 主要 事项 人 
沉降,下沉 向下 食物 减少 作用 
微妙的,通知 困难 安静 显而易见 更改 
减去,数学 减去 推论 采取 数量 离开 关闭 
减法,数学 减去 采取 减少 离开 添加 
郊区,郊区 社区 外部 区域 住宅 家庭 房子 城市 
地铁,快速 污垢 电动 火车 地面 人群 涂鸦 高效 通道 运输 城市 大声 大 
成功,成功 快乐 赢 目标 完成 欲望 实现 
吮吸,绘制 嘴里 稻草 坏 拉 
肥皂水,肥皂 清洁 水 浴 泡沫 
绒面革,类型 柔软 材料 皮革 布 
遭受,情感 物理 伤害 疼痛 生病 
糖,口味 糖果 好 食品 甜 白 烘烤 
建议,通知 打开 沟通 单词 说 更改 认为 写 响应 告诉 警告 思想 语言观点 行动 动词 人类 某人 做 铅 交流 给予 礼貌 想法 点 建议 接受 欲望 请求 更好 帮助 改进 
西装,棕色 费用 衬衫 服饰 暗 之一 很好 大衣 穿 女人 目的 舒适 业务 夹克 工作 布 黑色 
手提箱,旅行 项目 携带 行李 手提箱 袋 布 手 
套房,酒店 办公室 不错 公寓 房间 
总和,数学 一起 整个 数量 向上 增加 结果 总计 
摘要,书 故事 短小 纸 结束 
夏天,季节 一年 乐趣 腾空 学校 太阳 游泳 时间 海滩 热 温暖 池 
首脑会议,山 高峰 顶部 高 点 
太阳,烧伤 天空 生活 明星 光明 火 光 中心 棕褐色 温暖 热 地球 给予 黄色 大 
星期日,一周 一天 周末 休息 家庭 教会 放松 
阳光明媚,一天 光明 快乐 云 光 太阳 温暖 清除 
日出,天空 美容 早期 一天 来 太阳 时间 向上 黎明 早上 
日落,美容 颜色 橙色 太阳 漂亮 
上等,更好 质量 等级 高 伟大 
超人,人类 电源 之一 字符 飞 英雄 超级 
迷信,运气 信仰 发生 原因 自然 
主管,负责 一个 老板 请参阅 工作 人 
支持,帮助 保持 援助 向上 举行 
当然,自信 是 确定 肯定 知道 
表面,顶部 外部 对象 光滑 输出 层 
冲浪板,颜色 硬 光滑 海洋 样式 水 木材 立场 长 平 玻璃纤维 浮法 鳍 波 冲浪 蜡 
外科医生,医院 手术 操作 医生 医学 人 
手术,血液 医生 切 疼痛 医院 
惊喜,方 快乐 生日 激发 期待 休克 
超现实主义,信仰 想象 梦 幻想 真实 
调查,问题 询问 数据 意见 人 
生存,生活 通过 忍受 
嫌疑人,信仰 内gui 思想 提交 犯罪 认为 可疑 人 
吞咽,外面 肌肉 饮料 水 嘴里 吃 正文 通过摄取 自愿 完成 液体 口渴 舌头 缓解 行动 移动 消化 人类 唾液 重复 喉咙 胃 食品 向下 食用 对象 
天鹅,两个 池塘 安静 水 长 薄 飞 哺乳动物 湖 黑色 爱 羽毛 网站 脚 动物脖子 腿 蛋 灰色 铺设 美容 野生 宽限期 噪声 坐 白 鸟 银行 浮法 喙 大 漂亮 
苍蝇,bug 杀死 命中 飞 挥舞着 
发誓,诅咒 单词 坏 cuss 承诺 
汗水,水 正文 盐 热 运动 凉 
毛衣,胸部 痒 舒适 躯干 冬季 起伏 购买 封面 向上温暖 颜色 人类 手臂 结束 热 人造 厚 时尚 袖子 顶部 衬衫 服饰 冷 对象 软 
甜,酸 口味 好 糖果 很好 糖 人 
亲爱的人,糖果 爱 好 影响 甜 表示 可爱 术语 浪漫 人 
转弯,刹车 尖叫声 正文 恐惧 黑色 冰 冬季 橡胶自行车 脚 雪 运动 行动 移动 幻灯片 人类 噪声 车轮 丢失 控制 突然 湿 对象 停止 汽车 
迅速,快速 移动 速度 
游泳,中风 肌肉 表面河 水 正文 防止 技能 转到 底部 湖 第四 乐趣 鱼 运动 行动 移动 硬 腿部 人类 海洋 手臂 生存 踢 结束 重复 安全 推进 动物 浮动 通过 返回 竞赛 湿 冷 呼吸 
游泳者,菲尔普斯 迈克尔 水 游泳 池 
泳装,快速 防晒霜 颜色 夏季 紧 之一 样式 游泳 正文 女人 材料 氨纶 磨损 布 
秋千,移动 振荡 摇摆 返回 播放 堡垒 为 手 
瑞士,刀 类型 国家 瑞士 巧克力 奶酪 孔 
昏昏欲睡,感觉 爱 情感 微弱 秋天 
剑,边缘 金属 电影 长 薄 军事 钢 伤害 切 刺 保护 战斗 自己 危险 武器 人造 点 手 骑士 锐利 暴力 对象 大 符号鞘 
同情,感觉 理解 情感 悲伤 坏 同情 护理 种类 对不起 
交响乐,类 音乐 乐队 仪器 播放 音乐会 片断 组成 
犹太教堂,犹太人 教堂 寺庙 地方 崇拜 宗教 生成 
大纲,视图 短 本书 简要 摘要 写 
糖浆,煎饼 华夫饼干 甜 枫 糖 棍子 
系统,窗体 组织 整个 设置 相关 方法 过程 
表,用餐 金属 椅子 吃 塑料 家庭 单位 写 房间 上 起伏 形状 游戏 玻璃 厨房一轮 颜色 硬 腿部 坐 四 工作 顶部 大小 支持 对象 使 
平板电脑,电子 计算 设备 小 药丸 垫 纸 平 写 
小报,八卦 新 杂志 谎言 名人 
大头钉,颜色 锋利 银 公告板 东西 金属 小 董事会 纸 结束 举行 发光 使用 点 吊 上 
铲球,力 地面 采取 鱼 向下 足球 
机智,快速 锋利 幽默 搞笑 智能 对 尊重 礼貌 技能 护理 
尾巴,移动 马 敏感 短 情感 功能 小 兔子 扩展 拖动毛皮 狗 长 表达 薄 对象 大 武器 附件 
采取,获得 举行 更改 拥有 购买 离开 偷偷摸摸 行动 抓紧 移动 生活 风险抢 人类 自己 借阅 想要 向上 捡 触摸 获取 对象 偷 
才能,好 技能 能 礼物 自然 人 
谈,两个 通知 沟通 嘴唇 舌头 八卦 乐趣 观察 接收 共享单词 声音 动词 行动 语言 人类 表达 想法 意见 喉咙 朋友 软 大声 
温顺,平静 国内 野生 动物 控制 轻度 
棕褐色,棕色 颜色 床 暗 太阳 皮肤 
橘,水果 c 小 甜 种子 气候 佛罗里达 皮肤 吃 部分 柑橘 温暖 果皮 树 果汁 
浓郁,浓 酸 风味 味 甜 橙色 
坦克,军事 车辆 存储 举行 战争 液体 大 包含 
陆军,沉重 防弹 车轮 金属 电源 破坏 陆军 轨道 枪 战争 船员 大 绿色 
tank_container,东西 大小 金属 水 鱼 保持 塑料 举行 存储 玻璃 液体 大 
等于,相同 相等 值 金额 
发脾气,适合 哭 尖叫声 抛出 获取 儿童 不安 愤怒 
点击,打开 水槽 金属 水 冷 获取 热 水龙头 浴室 厨房 
胶带,坚持 鸭 在一起 举行 清除 
tape_scotch,墙 费用 不 透明 附加 卷 长 当前 举行 事 使用 棍子 清除 
焦油,路 棒 物质 厚 黑色 
迟到,背后 延迟 准时 时间 迟到 
失去光泽,污垢 废墟 银 污点 损失 
泰山,生活 爱 动物 猿 字符 电影 之一 秋千 吉恩 他 丛林 
任务,需要 工作 琐事 分配 
口味,吃 经验 放 舌头 肉 不同 气味 自愿感 物质 行动 人类 芽 甜 认识 坏 盐 苦涩 燕子 口味 纹理 身份 请 对象 咬伤 香料 
好吃,风味 口味 好 食品 吃 美味 
税,人 钱 添加 支付 政府 
茶,风味 咖啡因 药草 来 饮料 冷 水 袋 热 离开 冰 
教,通知 沟通 学习 目标 任务 解释目的 技能 直接 乐趣 咨询 新 努力 显示 允许 行动 人类 学校 需要 铅 表达 给予 想法 知道 教 帮助 谈话 成长 指导 
老师,教育 教 知道 帮助 智能 学习 学校 学生 指导 给定 人 
团队,体育 一起 工作 组 人 
眼泪,哭 水 悲伤 撕裂 盐 拖放 哭泣 眼 
技术,电子 计算 应用 机器 样式 科学 任务 技能 方式 方法 
小小,微小 微型 小 可爱 
牙齿,两个 牙膏 敏感 锋利 攻击动物 吃 牙医 咬 休息 切 漂亮 硬 人类 沉闷 白 热 黄色 工具 犬 帮助 清洁 类型 冷 重要 微笑 
电视,屏幕 观看 娱乐 电影 显示 电视 
告诉,秘密 通知 解释 八卦 命令 帮助 沟通 人类 朋友 语音 谈话 行动 舒适 表达 共享 建议 
出纳员,服务 雇员 客户 交易 钱 银行 工作 人 
脾气,处置 坏 愤怒 人 
温度,冷 温暖 热 措施 度 
庙,教堂 地方 崇拜 头 生成 
十,后 九 十一 数字 
趋向于,专心 采取 走向 护理 支付 
趋势,倾斜 直接 走向 习惯 样式 受欢迎 倾向 当前 想法 时尚 行动 行为 人 
网球,两个 体育 净额 球 播放 黄色 游戏 法院 球拍 绿色 
高音,音乐 歌剧 男 声音 高 音高 范围 唱歌 基音 谱号 音 低音 
帐篷,睡眠 保护 防水 由 邮编 杆 画布 设置 向上 户外 营地 便携式 在 
期限,学校 定义 时间 短语 期限 
可怕,可怕 感觉 坏 好 
恐怖,恐怖 恐慌 恐惧 极端 
测试,考试 检查 质量 审判 评估 
作证,状态 告诉 真相 证据 给予 证人 法院 
文本,打印 书 类型 写 单词 单元格 电话 消息 
谢谢,给 礼貌 感谢 显示 谢谢 赞赏 卡 
解冻,融化 温暖 更改 冻结 液体 
然后,通过 时间 下一个 之后 现在 
定理,数学 理论 思想 实验 科学 证明 
理论,思想 假设 科学 猜测 证明 
治疗,心理 表现 帮助 律师 物理 行动 治疗 迈向 护理 方式 医学 治愈 
在那里,描述 放置 在这里 定位 指向 
温度计,舌头 度 发烧 汞 地方 何时 下 长 华氏温度 数量 天气 措施 一轮 玻璃 温度 生病 摄氏 人 
同义词库,本书 平均值 单词 列表 同义词 字典 
厚,致密 稀薄 头发 脂肪 大 
小偷,采取 抢 坏 犯罪 偷 
大腿,臀部 腿 正文 部分 向上 鸡 膝盖 
顶针,酒窝 银 工具包 金属 小 手指 缝 塑料 磨损 拇指 针 保护 
薄,小巧 皮肤 小 胖 
认为,思想 大脑 思维 过程 
思维,思想 思考 思维 脑 想法 
第三,两个 第二 来 四个 地方 之前 数量 第一 三 之后 
口渴,感觉 口 水合物 饮料 水 需要 帕奇 干 液体 
思想,心理 思考 想法 行动 考虑 
千,一个 钱 数量 一百 金额 大 
三,一 后 二 四 数 
门槛,输入 跨 门口 门 点 
节俭,项目 明智 保存 便宜 钱 护理 节俭 花费 手 
喉咙,燕子 食品 脖子 食道 正文 部分 
宝座,马桶 坐 座位 国王 电源 椅子 女王 皇家 
引发,两个 接触 推 强度 肌肉 命中 沥青 重力 更改 足球 快速 力 直接 转到体育 球 摆脱 发布 游戏 行动 动词 移动 人类 让 电源 手臂 远 突然 手 动物 项目 定位 对象 
拇指,两个 低 写 在 指甲 里面 关节 使用 抓紧 移动 打破 一个 向上 工作 捡 短 帮助 出 信号 脂肪反对 重要 向下 数字 强 大 
雷声,闪电 雨 光 暴风雨 大声 恐慌 
星期四,周末 天 之前 星期 星期五 几乎 星期三 
门票,事件 速度 电影 音乐会 公园 纸 显示 
胳肢,两个 正文 自愿 羽毛 脚 乐趣 播放 哭了 烦恼 行动 感觉 好 人类 手调情 手指 平均 意图 笑 定位 触摸 请 呼吸 软 
领带,周围 颜色 西装 丝绸 脖子 正式 结 之一 长 模式 材料 磨损 业务 薄 弓 布 
虎,锋利 爪子 橙色 毛皮 尾巴 恐惧 黑色 丛林 快速 腿 印度 黄金 狩猎 野生 食肉兽 猫科动物 四 咆哮 平均 危险 动物园 爪 动物 非洲 马戏团 捕食者 凶猛 牙齿哺乳动物 秸秆 条纹 晶须 大 
紧,牢固 适合 修复 关闭 宽松 
拧紧,螺丝 硬 松动 绳子 手柄 
瓷砖,陶瓷 颜色 硬 地板 壁 广场 不同 冷 许多 浴室 厨房 
直到,现金 花园 土地 绘制 直到 注册 钱 农场 土壤 
时间,事件 一天 年龄 持续时间 通过 时代 乘 期间 报纸 小时 措施 秒 时钟 
脚尖,潜行 走 脚 安静 脚趾 
轮胎,移动 四 平 一轮 自行车 汽车 橡胶 轮 黑色 
累了,疲劳 感觉 睡眠 休息 排气 能源 工作 疲惫 
蟾蜍,棕色 跳转 跃点 疣 腿部 青蛙 动物 小 垫 有关 长 吃 两栖类 飞 绿色 百合 
吐司,烧伤 紧缩 棕色 早餐 食品 面包 吃 黄油 热 果冻 
烤面包机,烧伤 棕色 电动 库克 早餐 金属 面包 厨房 热 向上 家电 元素 插头 流行音乐 
今天,一天 正确 当前二十四 时间 小时 现在 
脚趾,舞蹈 十 血 前面 人 指甲 脚 小 气味 封面 运行 关节 五个 保护 地板 站立 人类 扩展 手指 需要 踢 步行 脚趾甲 数字 油漆 帮助 动物 平衡 触摸 对象 部分骨 大 附录 
脚趾甲,硬 油漆 指甲 脚 结束 封面 脚趾 保护 
一起,两个 爱 更多 一个 朋友 组 人 
厕所,陶瓷 功能 座位 冲洗 水 瓷 白色 正文 举行 浴室 
战斧,工具 石头 羽毛 扔 战乱 锋利 头皮 木材 斧头 印度 武器 刀片 装饰 手 
番茄,水果 花园 沙拉 酱 种子 作为 红色 蔬菜 成长 吃 一轮 植物 果汁 绿色 藤 
墓,埋葬 地面 地方 死 坟 
明天,两个 一天 今天 未来 来 昨天 时间 下一个 之后 
吨,磅 起伏 称重 单位 措施 两千 
音调,音乐 请注意 态度 仪器 正确 声音 音高 旋律 歌曲 
钳,捡 项目 金属 手 长 塑料 举行 向上 使用 厨房 
舌头,敏感 沟通 凹凸 肌肉 长 吃 疼痛 亲吻 底部 咀嚼 咬 红色唾液 里面 声音 温暖 刺 语言 移动 人类 芽 附着 粉色 感官 口味 动物 谈话 湿 部分 软 强 
补品,水 治疗 液体 医学 苏打水 
工具,锤子 锤 项目 仪器 机械 设备 锯 修复 任务 机 工作 手 实现 
牙刷,移动 牙膏 颜色 一天 人类 小 长 吃 塑料 牙医水 到达 对象 呼吸 头 握住 治愈 晚上 牙齿 
牙膏,粘贴 薄荷 清洁 洁齿剂 牙齿 
顶部,旋转 相反 上方 高 向上 玩具 底部 
打顶,顶部 调味品 奶油 酱汁 添加 冰 
火炬,烧伤 火 光 火焰 奥运 
撕毁,决定 分开 休息 片断 撕裂 
龙卷风,风暴 旋转 破坏 风 漏斗 暴力 扭曲 空气 
乌龟,爬行动物 壳 生活 硬 动物 四个 慢 水 腿 乌龟 游泳 长 蛋 头 铺设 大 绿色 领域 
酷刑,折磨 处罚 虐待 造成 伤害 原因 痛苦 
抛,扔 光 球 离开 手 
总计,完成 组合 金额 总和 
触摸,通知 沟通 学习 抢 掌握 正文 舒适 联系人 观察 持续时间 温暖 脑 行动 表面 移动 感觉 硬 一个 人类 某人 连接 手指 皮肤 坏 表达 意图 欲望 手 知觉 短 情感好 理解 动物 纹理 支持 对象 软 有义 粗糙 
